2024-10-16 21:46:02
68774054,풍기인삼 6년근 파삼 세척삼 750g,"3,467원/100g",26000,1몰,,인삼
14075873,유유제약 뉴트리키즈 홍삼젤리 15g 60포,1개,39000,6몰,433원/10g,"홍삼/형태: 젤리/섭취대상: 영유아~어린이/섭취횟수, 양: 1일 2회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 6mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 (고형분 69%)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
14075636,풍년보감 고려홍삼정 에브리데이 골드 10g 100포,1개,37900,1몰,379원/1포,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[원재료/함량] 원재료: 6년근/홍삼추출액 15%(고형분 2% 이상)"
14068181,김오곤 녹용 산삼 배양근 골드 70ml 30포,2개,79000,1몰,188원/10ml,"산삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 녹용함유/
[원재료/함량] 원재료: 6년근/홍삼농축액 5.619%(고형분 60% 이상)/녹용추출액 0.667%(고형분 1.5% 이상)"
14022083,농협홍삼 한삼인 홍삼정스틱 액티브 10ml 30포,1개,60460,2몰,"2,015원/10ml","홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 3.2mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 8%(고형분 65%)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
62294387,고려은단 퓨어 홍삼 캡슐형 800mg 60캡슐,1개,27940,3몰,466원/1캡슐,"홍삼/형태: 캡슐,정/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 2캡슐/섭취기간: 30일분/
진세노사이드 1일함량:10mg/원재료: 6년근/건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 항산화, 혈행개선"
41663747,락티브 우리아이 면역엔 잘 먹는 홍삼젤리 20g x 15p,2개,42180,1몰,703원/10g,"홍삼/섭취대상: 영유아~어린이/섭취횟수, 양: 1일 1회, 1포/섭취기간: 15일분/특징: 스틱형/원재료: 6년근/건강기능식품/기능성: 뇌건강, 면역력, 항산화, 혈행개선"
13984802,한국인삼공사 정관장 홍삼원력 50ml 60포,1개,70000,1몰,233원/10ml,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/
[원재료/함량] 원재료: 6년근/홍삼농축액 0.5%(고형분 60%, 홍삼성분 70mg/g)"
13941944,참다한 홍키즈 1단계(24개월~5세) 25ml 100포,1개,306900,1몰,"1,228원/10ml","홍삼/형태: 추출액/섭취대상: 영유아~어린이/섭취횟수, 양: 1일 1회, 1회 1포"
13941902,참다한 홍키즈 컴파운드 케이K 1단계 25ml 30포,1개,87430,3몰,"1,166원/10ml","홍삼/형태: 추출액/섭취대상: 영유아~어린이/섭취횟수, 양: 1일 1회, 1회 1포/
[원재료/함량] 발효홍삼농축액 69.796% (고형분 60%)/배합비율: 홍삼근 50%, 홍미삼 50%"
64287683,엔에이치씨바이오텍 지식과나눔 초월홍삼 발효홍삼 진CK진액 7.0 50ml 30포,1개,98000,2몰,"3,267원/1포","홍삼/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1포/특징: 파우치형/원재료: 6년근/HACCP/기능성: 면역력 증진"
13887707,나래식품농장 내몸에 착한 홍삼 90ml 60포,1개,69000,1몰,128원/10ml,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1~2회/
[원재료/함량] 홍삼추출액 100%(고형분 2%)/배합비율: 홍삼근 70%, 홍미삼 30%"
13875812,동의삼 6년근 VIP 홍삼정 스틱 10g 100포,1개,39800,6몰,398원/10g,"홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 3.5mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 6%(고형분 60%이상)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
13874429,동의삼 황제 금옥고 1kg,1개,248700,1몰,"2,487원/10g","홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 2회, 1회 3g/
[원재료/함량] 원재료: 6년근/홍삼농축액 1%(고형분 60%, 홍삼성분 70mg/g)/배합비율: 홍삼근 70%, 홍미삼 30%"
13873508,동의삼 공진고 로얄 1kg,1개,103400,2몰,"1,034원/10g","홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 3회, 1회 5g/특징: 스틱형, 녹용함유/
[원재료/함량] 원재료: 6년근/홍삼농축액 0.15%(고형분 60%, 사포닌 70mg/g)/녹용추출액 0.3%(고형분 1%이상)"
13873367,동의삼 6년근 VIP 홍삼정 스틱 10g 60포,1개,38900,3몰,648원/10g,"홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 3.5mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 6%(고형분 60%이상)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
13873319,동의삼 6년근 VIP 홍삼정 스틱 10g 30포,1개,99000,1몰,"3,300원/10g","홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 3.5mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 6%(고형분 60%이상)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
13873295,동의삼 황제홍삼 50ml 30포,1개,58160,1몰,388원/10ml,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/
[원재료/함량] 원재료: 6년근/홍삼농축액 0.32%(고형분 60%이상, 홍삼성분 70mg/g)/배합비율: 홍삼근 70%, 홍미삼 30%"
13873280,동의삼 홍삼정 패밀리타임 100 10g 100포,1개,31500,18몰,315원/10g,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[원재료/함량] 원재료: 6년근/홍삼농축액 0.4%(고형분 60%이상, 홍삼성분 70mg/g)/배합비율: 홍삼근 70%, 홍미삼 30%"
13873148,이지바이오메드 이지아이 녹용홍삼 10ml 15포,1,31500,1몰,1개,"홍삼/형태: 추출액/섭취대상: 영유아~어린이/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형, 녹용함유/
[원재료/함량] 원재료: 6년근/홍삼농축액 2%(고형분 60%)/녹용추출물 57.8%/배합비율: 홍삼근 70%, 홍미삼 30%"
13873154,이지바이오메드 이지아이 녹용홍삼 10ml 15포,2,55800,1몰,2개,"홍삼/형태: 추출액/섭취대상: 영유아~어린이/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형, 녹용함유/
[원재료/함량] 원재료: 6년근/홍삼농축액 2%(고형분 60%)/녹용추출물 57.8%/배합비율: 홍삼근 70%, 홍미삼 30%"
13861955,엠에스바이오텍 하루웰빙 홍삼정 스틱 프리미엄 30포,1,20380,13몰,1개,"홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 11mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 11%(고형분 60% 이상)/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
13861976,엠에스바이오텍 하루웰빙 홍삼정 스틱 프리미엄 30포,2,44590,3몰,2개,"홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 11mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 11%(고형분 60% 이상)/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
66133022,정관장 홍삼정 로얄 100g,2,292690,2몰,3개,"홍삼/형태: 음료(액상), 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 2회, 1g/섭취기간: 50일분/
진세노사이드 1일함량:16mg/원재료: 6년근/건강기능식품/기능성: 기억력 개선, 면역력 증진, 항산화, 혈행개선"
66132983,정관장 홍삼정 로얄 100g,1,370000,3몰,4개,"홍삼/형태: 음료(액상), 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 2회, 1g/섭취기간: 50일분/
진세노사이드 1일함량:16mg/원재료: 6년근/건강기능식품/기능성: 기억력 개선, 면역력 증진, 항산화, 혈행개선"
66133007,정관장 홍삼정 로얄 100g,6개,902880,1몰,"15,048원/10g","홍삼/형태: 음료(액상), 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 2회, 1g/섭취기간: 50일분/
진세노사이드 1일함량:16mg/원재료: 6년근/건강기능식품/기능성: 기억력 개선, 면역력 증진, 항산화, 혈행개선"
61827773,팜엔탑 홍삼정 진액 스틱 10g 30포,1개,31900,5몰,"1,063원/10g","홍삼/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/특징: 스틱형/
진세노사이드 1일함량:13mg/원재료: 6년근/건강기능식품/GMP/기능성: 면역력 증진, 항산화"
29267066,고려인삼 6년근 홍삼진액 골드 80ml 60개,,52000,1몰,,홍삼/건강식품/홍삼/녹용/흑염소/절편/환/차
29261318,개성인삼농협 개성상인 고려홍삼진 50ml 90개입,,41770,1몰,,홍삼/건강식품/홍삼/녹용/흑염소/절편/환/차
29205911,비티진 진비책 장다비움5g 20포 차전자피 식이섬유 건강기능식,,31000,2몰,,형태: 차/홍삼/건강식품/홍삼/녹용/흑염소/절편/환/차
29436713,한국인삼공사 정관장 홍삼 정옥고 1개 100g,,20500,1몰,,홍삼/건강식품/홍삼/녹용/흑염소
29298554,대한홍삼진흥공사 한삼수 홍삼 진액고 500g 2병 홍삼액기스 홍삼정,,45120,1몰,,홍삼/건강식품/홍삼/녹용/흑염소/절편/환/차
29258921,광동제약 산삼배양근 10병 총20병,,40380,2몰,,
65999495,정관장 홍삼정 에브리타임 로얄 10ml 30포,10개,995000,1몰,"3,317원/10ml","홍삼/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회,1포/섭취기간: 1개월분/특징: 스틱형/
진세노사이드 1일함량:11.6mg/원재료: 6년근/건강기능식품/기능성: 기억력 개선, 면역력 증진, 항산화, 혈행개선"
13560230,한국인삼공사 정관장 홍삼원력 50ml 30포,1,23170,70몰,1개,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/
[원재료/함량] 원재료: 6년근/홍삼농축액 0.5%(고형분 60%, 홍삼성분 70mg/g)"
17750417,한국인삼공사 정관장 홍삼원력 50ml 30포,2개,44400,27몰,148원/10ml,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/
[원재료/함량] 원재료: 6년근/홍삼농축액 0.5%(고형분 60%, 홍삼성분 70mg/g)"
17750429,한국인삼공사 정관장 홍삼원력 50ml 30포,3개,79770,32몰,177원/10ml,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/
[원재료/함량] 원재료: 6년근/홍삼농축액 0.5%(고형분 60%, 홍삼성분 70mg/g)"
17750441,한국인삼공사 정관장 홍삼원력 50ml 30포,4개,129940,17몰,217원/10ml,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/
[원재료/함량] 원재료: 6년근/홍삼농축액 0.5%(고형분 60%, 홍삼성분 70mg/g)"
13560467,한국인삼공사 정관장 홍삼원력 50ml 30포,2,124310,30몰,5개,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/
[원재료/함량] 원재료: 6년근/홍삼농축액 0.5%(고형분 60%, 홍삼성분 70mg/g)"
10938063,한국인삼공사 정관장 홍삼보옥고 100g,1,44320,32몰,2개,"홍삼/형태: 농축액/섭취대상: 성인남녀/
[원재료/함량] 홍삼농축액 5.7%(고형분 64%, 홍삼성분 70mg/g이상)"
14241290,한국인삼공사 정관장 홍삼보옥고 100g,2,86390,8몰,4개,"홍삼/형태: 농축액/섭취대상: 성인남녀/
[원재료/함량] 홍삼농축액 5.7%(고형분 64%, 홍삼성분 70mg/g이상)"
14241341,한국인삼공사 정관장 홍삼보옥고 100g,6개,133500,3몰,"2,225원/10g","홍삼/형태: 농축액/섭취대상: 성인남녀/
[원재료/함량] 홍삼농축액 5.7%(고형분 64%, 홍삼성분 70mg/g이상)"
14241371,한국인삼공사 정관장 홍삼보옥고 100g,10개,228000,3몰,"2,280원/10g","홍삼/형태: 농축액/섭취대상: 성인남녀/
[원재료/함량] 홍삼농축액 5.7%(고형분 64%, 홍삼성분 70mg/g이상)"
13741247,에치와이(HY) 발휘 발효홍삼 천진녹보 4g 20환,1개,247500,1몰,"30,938원/10g","홍삼/형태: 환/섭취대상: 성인남녀/특징: 녹용함유/
[원재료/함량] 원재료: 6년근/발효홍삼농축액 25%(고형분 60%, 홍삼성분 70mg/g이상)"
13741241,천호엔케어 홍삼스틱본 10g 100포,1개,55700,6몰,557원/10g,"홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 7mg/
[원재료/함량] 원재료: 6년근/홍삼농축액(고형분 60%)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
13741238,엔숨 10g 60포,1개,297000,1몰,"4,950원/10g","홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 2회, 1회 1포/특징: 스틱형/
[원재료/함량] 원재료: 6년근/홍삼농축액 17%(고형분 60%)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] GMP"
13706444,한국생활건강 로엘 오늘의 홍삼 석류홍삼편 10g 30포,1,15430,7몰,1개,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[원재료/함량] 원재료: 6년근/홍삼농축앤 0.2%(고형분 60% 이상, 홍삼성분 70mg/g 이상)/배합비율: 홍삼근 70%, 홍미삼 30%"
13706594,한국생활건강 로엘 오늘의 홍삼 석류홍삼편 10g 30포,2,31527,6몰,2개,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[원재료/함량] 원재료: 6년근/홍삼농축앤 0.2%(고형분 60% 이상, 홍삼성분 70mg/g 이상)/배합비율: 홍삼근 70%, 홍미삼 30%"
13700252,한국인삼공사 정관장 활삼골드 50ml 30포,1개,23400,9몰,156원/10ml,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/
[원재료/함량] 원재료: 6년근/홍삼농축액 1%(고형분 60%, 홍삼성분 70mg/g이상)"
13700114,풍기인삼농협 황풍정 홍삼정 원데이스틱 10ml 30포,6개,99000,10몰,550원/10ml,"홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 4mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 10%(고형분 60%)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
13699565,한국인삼공사 정관장 지삼30지 150g,1개,400300,2몰,"26,687원/10g","홍삼/섭취대상: 성인남녀/
[원재료/함량] 원재료: 6년근"
13698806,고려원인삼 홍익삼 홍삼의 정석 20ml 30포,1,76100,1몰,1개,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[원재료/함량] 원재료: 6년근/홍삼농축액 8%(고형분 65%이상)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] GMP"
13698929,고려원인삼 홍익삼 홍삼의 정석 20ml 30포,2,121680,1몰,2개,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[원재료/함량] 원재료: 6년근/홍삼농축액 8%(고형분 65%이상)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] GMP"
13698947,고려원인삼 홍익삼 홍삼의 정석 20ml 30포,3개,178830,1몰,994원/10ml,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[원재료/함량] 원재료: 6년근/홍삼농축액 8%(고형분 65%이상)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] GMP"
13686296,서울약사신협 6년근 투데이 홍삼정 플러스 10g 30포,1개,19470,33몰,649원/10g,"홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 15mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 10%(고형분 60%)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
13597772,홍삼정 스틱 실속형 10ml 100포,1개,63000,1몰,"63,000원/1포","홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[원재료/함량] 원재료: 6년근/홍삼농축액 7%(고형분 60%이상)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] GMP"
13561484,삼모아 보은세트 장뇌산삼(산양산삼) 5년근 10뿌리,1개,186000,2몰,,"장뇌삼/형태: 생삼,뿌리/섭취대상: 성인남녀/특징: 선물세트"
13561472,삼모아 보은세트 장뇌산삼(산양산삼) 5년근 7뿌리,1개,130200,3몰,,"장뇌삼/형태: 생삼,뿌리/섭취대상: 성인남녀/특징: 선물세트"
13561454,삼모아 보은세트 장뇌산삼(산양산삼) 5년근 5뿌리,1개,93000,3몰,,"장뇌삼/형태: 생삼,뿌리/섭취대상: 성인남녀/특징: 선물세트"
13561211,삼모아 보은세트 장뇌산삼(산양산삼) 5년근 3뿌리,1개,54590,6몰,,"장뇌삼/형태: 생삼,뿌리/섭취대상: 성인남녀/특징: 선물세트"
29266412,광동제약 산삼 배양근 진액 100ml 10병,,21250,1몰,,홍삼/건강식품/홍삼/녹용/흑염소/절편/환/차
66108578,금산수삼시장 금산인삼도매시장 오쿠홍삼용 인삼 수삼 난발삼 파삼 300g,,10000,2몰,,
63463088,정관장 홍삼정 500mg 50캡슐,1개,13140,4몰,263원/1캡슐,"홍삼/형태: 캡슐,정/섭취대상: 성인남녀/섭취횟수, 양: 1일 2회, 3캡슐/섭취기간: 8일분/
진세노사이드 1일함량:4.2mg/원재료: 6년근/건강기능식품/기능성: 기억력 개선, 면역력 증진, 항산화, 혈행개선"
